,0
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,0.9935125000000001
2016,1.031942835629717
2017,1.105785847815551
2018,1.1324545454545456
2019,1.1596882269957764
2020,1.272683018119773
2021,1.2751019417475729
2022,1.270247572815534
2023,1.271031540787454
2024,1.2926893564356436
2025,1.316204207920792
2026,1.3397190594059407
2027,1.3659092684411744
2028,1.4025828947368422
2029,1.4402144736842106
2030,1.477846052631579
2031,1.4856080788751147
2032,1.45707829270322
2033,1.5158256302521007
2034,1.5800624471550062
2035,1.5861832460732983
2036,1.5723570295905513
2037,1.592012048192771
2038,1.6069778711348979
2039,1.5824644351464434
2040,1.5598461485126711
2041,1.5862883793642522
2042,1.5613157894736842
2043,1.5369390307451798
2044,1.6195000000000002
2045,1.692483112797261
2046,1.6526845794392522
2047,1.6107600026593407
2048,1.62624830922468
2049,1.5436456253788644
2050,1.5586759399016825
2051,1.6006428719795058
2052,1.615
2053,1.60840427500694
2054,1.5681214953271025
2055,1.5290686268608715
2056,1.5426893203883494
2057,1.56857928802589
2058,1.5912896843184574
2059,1.5708736842105262
2060,1.5422066363393097
2061,1.5531621621621623
2062,1.5723813813813814
2063,1.5911760892468276
2064,1.5688795180722892
2065,1.5270604704924167
2066,1.5298572640204129
2067,1.5799478821862913
2068,1.594887323943662
2069,1.5536019101269922
2070,1.502668281947812
2071,1.5176055269671704
2072,1.4638005839712125
2073,1.4609075630252102
2074,1.465389355742297
2075,1.4699105927311
2076,1.4897394736842104
2077,1.5225497155750296
2078,1.5245314136125654
2079,1.5091709796496324
2080,1.514539669098489
2081,1.5090862733425243
2082,1.5161962025316458
2083,1.5360274261603377
2084,1.5286106289426409
2085,1.4586105558340645
2086,1.4511392405063293
2087,1.4646413502109707
2088,1.4501793155136027
2089,1.4067862244559886
2090,1.4305441176470588
2091,1.4771827731092437
2092,1.4709592800421292
2093,1.397879315857043
2094,1.388226635514019
2095,1.4022044566324816
2096,1.3813219895287958
2097,1.3416487137239437
2098,1.3457102803738317
2099,1.3680168224299067
2100,1.3641958432138375
2101,1.3603748639977684
2102,1.3565538847816991
2103,1.35273290556563
2104,1.3489119263495608
2105,1.3450909471334915
2106,1.3412699679174225
2107,1.3374489887013532
2108,1.3336280094852841
2109,1.3298070302692149
2110,1.3259860510531456
2111,1.3221650718370765
2112,1.3183440926210073
2113,1.3145231134049382
2114,1.310702134188869
2115,1.3068811549727997
2116,1.3030601757567306
2117,1.2992391965406613
2118,1.2954182173245923
2119,1.291597238108523
2120,1.2877762588924537
2121,1.2839552796763847
2122,1.2801343004603154
2123,1.2763133212442463
2124,1.272492342028177
2125,1.2686713628121078
2126,1.2648503835960387
2127,1.2610294043799695
2128,1.2572084251639004
2129,1.2533874459478311
2130,1.2495664667317619
2131,1.2457454875156928
2132,1.2419245082996235
2133,1.2381035290835545
2134,1.2342825498674852
2135,1.230461570651416
2136,1.2266405914353469
2137,1.2228196122192776
2138,1.2189986330032085
2139,1.2151776537871393
2140,1.21135667457107
2141,1.207535695355001
2142,1.2037147161389317
2143,1.1998937369228626
2144,1.1960727577067933
2145,1.192251778490724
2146,1.188430799274655
2147,1.1846098200585857
2148,1.1807888408425165
2149,1.1769678616264474
2150,1.1731468824103781
2151,1.169325903194309
2152,1.1655049239782398
2153,1.1616839447621705
2154,1.1578629655461015
2155,1.1540419863300322
2156,1.1502210071139631
2157,1.1464000278978939
2158,1.1425790486818246
2159,1.1387580694657555
2160,1.1349370902496863
2161,1.1311161110336172
2162,1.127295131817548
2163,1.1234741526014786
2164,1.1196531733854096
2165,1.1158321941693403
2166,1.112011214953271
2167,1.108190235737202
2168,1.1043692565211327
2169,1.1005482773050637
2170,1.0967272980889944
2171,1.092906318872925
2172,1.089085339656856
2173,1.0852643604407868
2174,1.0814433812247177
2175,1.0776224020086485
2176,1.0738014227925792
2177,1.0699804435765101
2178,1.0661594643604408
2179,1.0623384851443718
2180,1.0585175059283025
2181,1.0546965267122332
2182,1.0508755474961642
2183,1.047054568280095
2184,1.0432335890640259
2185,1.0394126098479566
2186,1.0355916306318873
2187,1.0317706514158183
2188,1.027949672199749
2189,1.02412869298368
2190,1.0203077137676106
2191,1.0164867345515414
2192,1.0126657553354723
2193,1.008844776119403
2194,1.005023796903334
2195,1.0012028176872647
2196,0.9973818384711955
2197,0.9935608592551264
2198,0.9897398800390571
2199,0.985918900822988
2200,0.9820979216069188
2201,0.9782769423908496
2202,0.9744559631747804
2203,0.9706349839587112
2204,0.9668140047426421
2205,0.9629930255265728
2206,0.9591720463105037
2207,0.9553510670944345
2208,0.9515300878783652
2209,0.9477091086622961
2210,0.9438881294462269
2211,0.9400671502301577
2212,0.9362461710140886
2213,0.9324251917980193
2214,0.9286042125819501
2215,0.924783233365881
2216,0.9209622541498118
2217,0.9171412749337426
2218,0.9133202957176734
2219,0.9094993165016042
2220,0.905678337285535
2221,0.9018573580694658
2222,0.8980363788533967
2223,0.8942153996373274
2224,0.8903944204212583
2225,0.8865734412051891
2226,0.8827524619891198
2227,0.8789314827730508
2228,0.8751105035569815
2229,0.8712895243409123
2230,0.8674685451248432
2231,0.863647565908774
2232,0.8598265866927047
2233,0.8560056074766356
2234,0.8521846282605664
2235,0.8483636490444972
2236,0.8445426698284281
2237,0.8407216906123588
2238,0.8369007113962896
2239,0.8330797321802205
2240,0.8292587529641513
2241,0.8254377737480821
2242,0.8216167945320129
2243,0.8177958153159437
2244,0.8139748360998745
2245,0.8101538568838054
2246,0.8063328776677362
2247,0.8025118984516669
2248,0.7986909192355978
2249,0.7948699400195286
2250,0.7910489608034594
2251,0.7872279815873903
2252,0.783407002371321
2253,0.7795860231552518
2254,0.7757650439391827
2255,0.7719440647231135
2256,0.7681230855070442
2257,0.7643021062909751
2258,0.7604811270749059
2259,0.7566601478588367
2260,0.7528391686427676
2261,0.7490181894266983
2262,0.7451972102106291
2263,0.74137623099456
2264,0.7375552517784908
2265,0.7337342725624216
2266,0.7299132933463524
2267,0.7260923141302832
2268,0.722271334914214
2269,0.7184503556981449
2270,0.7146293764820757
2271,0.7108083972660064
2272,0.7069874180499373
2273,0.7031664388338681
2274,0.6993454596177989
2275,0.6955244804017298
2276,0.6917035011856605
2277,0.6878825219695913
2278,0.6840615427535222
2279,0.680240563537453
2280,0.6764195843213838
2281,0.6725986051053146
2282,0.6687776258892454
2283,0.6649566466731762
2284,0.6611356674571071
2285,0.6573146882410378
2286,0.6534937090249686
2287,0.6496727298088995
2288,0.6458517505928303
2289,0.6420307713767611
2290,0.6382097921606918
2291,0.6343888129446227
2292,0.6305678337285535
2293,0.6267468545124844
2294,0.6229258752964152
2295,0.6191048960803459
2296,0.6152839168642767
2297,0.6114629376482076
