,0
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,1.0488844537815125
2016,1.0955231092436974
2017,1.1344097037927496
2018,1.148528735632184
2019,1.1609361157226543
2020,1.187211832061069
2021,1.2234713740458014
2022,1.2593275025883899
2023,1.2912484939759035
2024,1.3222725903614458
2025,1.3532966867469878
2026,1.38432078313253
2027,1.4153448795180723
2028,1.4463689759036142
2029,1.4606911606823332
2030,1.4643576154344404
2031,1.497608644859813
2032,1.5310198598130842
2033,1.564431074766355
2034,1.591548741556399
2035,1.594
2036,1.6141971889496642
2037,1.6863801544989663
2038,1.7133636363636362
2039,1.7237532467532466
2040,1.7330185896140633
2041,1.7330795138582555
2042,1.770051056338028
2043,1.8091355633802817
2044,1.83186068888579
2045,1.8386985566026481
2046,1.8886671686746987
2047,1.9461972891566264
2048,2.0031435643564355
2049,2.0229999999999997
2050,2.0273532047941636
2051,2.0566552631578947
2052,2.0783675596971465
2053,2.061898295766905
2054,2.089179906542056
2055,2.1264073208722745
2056,2.1636347352024923
2057,2.2008621495327105
2058,2.238089563862929
2059,2.2754752740953634
2060,2.2878433734939763
2061,2.2801855371631596
2062,2.2929441277080955
2063,2.3109600912200685
2064,2.328976054732041
2065,2.3469920182440136
2066,2.365007981755986
2067,2.3830239452679587
2068,2.4010399087799312
2069,2.4190558722919038
2070,2.4419819543173458
2071,2.483310810810811
2072,2.5262537537537537
2073,2.5652693777582396
2074,2.5401458333333333
2075,2.511175567430988
2076,2.5496220657276996
2077,2.5885904801747786
2078,2.5940000000000003
2079,2.594207483983693
2080,2.606872899159664
2081,2.6268308823529414
2082,2.6467888655462186
2083,2.6667468487394963
2084,2.6878701552183726
2085,2.719210970464135
2086,2.7531149684588714
2087,2.769
2088,2.769
2089,2.771632044045526
2090,2.796231308411215
2091,2.8249649546645914
2092,2.83966265060241
2093,2.849301204819277
2094,2.8589397590361445
2095,2.8685783132530123
2096,2.877058296251818
2097,2.8691515958838365
2098,2.874212811600922
2099,2.870779661016949
2100,2.864
2101,2.86868
2102,2.87336
2103,2.87804
2104,2.88272
2105,2.8874
2106,2.89208
2107,2.89676
2108,2.90144
2109,2.90612
2110,2.9108
2111,2.91548
2112,2.92016
2113,2.9248399999999997
2114,2.9295199999999997
2115,2.9341999999999997
2116,2.9388799999999997
2117,2.9435599999999997
2118,2.9482399999999997
2119,2.9529199999999998
2120,2.9576
2121,2.96228
2122,2.96696
2123,2.97164
2124,2.97632
2125,2.981
2126,2.98568
2127,2.99036
2128,2.99504
2129,2.99972
2130,3.0044
2131,3.00908
2132,3.01376
2133,3.01844
2134,3.02312
2135,3.0278
2136,3.03248
2137,3.03716
2138,3.0418399999999997
2139,3.04652
2140,3.0511999999999997
2141,3.0558799999999997
2142,3.0605599999999997
2143,3.0652399999999997
2144,3.0699199999999998
2145,3.0745999999999998
2146,3.07928
2147,3.08396
2148,3.08864
2149,3.09332
2150,3.098
2151,3.10268
2152,3.10736
2153,3.11204
2154,3.11672
2155,3.1214
2156,3.12608
2157,3.13076
2158,3.13544
2159,3.14012
2160,3.1448
2161,3.14948
2162,3.15416
2163,3.1588399999999996
2164,3.16352
2165,3.1681999999999997
2166,3.1728799999999997
2167,3.1775599999999997
2168,3.1822399999999997
2169,3.1869199999999998
2170,3.1915999999999998
2171,3.19628
2172,3.20096
2173,3.20564
2174,3.21032
2175,3.215
2176,3.21968
2177,3.22436
2178,3.22904
2179,3.23372
2180,3.2384
2181,3.24308
2182,3.24776
2183,3.25244
2184,3.25712
2185,3.2618
2186,3.26648
2187,3.27116
2188,3.2758399999999996
2189,3.28052
2190,3.2851999999999997
2191,3.28988
2192,3.2945599999999997
2193,3.2992399999999997
2194,3.3039199999999997
2195,3.3085999999999998
2196,3.31328
2197,3.31796
2198,3.32264
2199,3.32732
2200,3.332
2201,3.33668
2202,3.34136
2203,3.34604
2204,3.35072
2205,3.3554
2206,3.36008
2207,3.36476
2208,3.36944
2209,3.37412
2210,3.3788
2211,3.38348
2212,3.38816
2213,3.3928399999999996
2214,3.39752
2215,3.4021999999999997
2216,3.40688
2217,3.4115599999999997
2218,3.41624
2219,3.4209199999999997
2220,3.4255999999999998
2221,3.4302799999999998
2222,3.43496
2223,3.43964
2224,3.44432
2225,3.449
2226,3.45368
2227,3.45836
2228,3.46304
2229,3.46772
2230,3.4724
2231,3.47708
2232,3.48176
2233,3.48644
2234,3.49112
2235,3.4958
2236,3.50048
2237,3.50516
2238,3.5098399999999996
2239,3.51452
2240,3.5191999999999997
2241,3.52388
2242,3.5285599999999997
2243,3.53324
2244,3.5379199999999997
2245,3.5425999999999997
2246,3.5472799999999998
2247,3.55196
2248,3.55664
2249,3.56132
2250,3.566
2251,3.57068
2252,3.57536
2253,3.58004
2254,3.58472
2255,3.5894
2256,3.59408
2257,3.59876
2258,3.60344
2259,3.60812
2260,3.6128
2261,3.61748
2262,3.62216
2263,3.62684
2264,3.63152
2265,3.6361999999999997
2266,3.64088
2267,3.6455599999999997
2268,3.65024
2269,3.6549199999999997
2270,3.6595999999999997
2271,3.6642799999999998
2272,3.6689599999999998
2273,3.67364
2274,3.67832
2275,3.683
2276,3.68768
2277,3.69236
2278,3.69704
2279,3.70172
2280,3.7064
2281,3.71108
2282,3.71576
2283,3.72044
2284,3.72512
2285,3.7298
2286,3.73448
2287,3.73916
2288,3.74384
2289,3.74852
2290,3.7531999999999996
2291,3.75788
2292,3.7625599999999997
2293,3.76724
2294,3.7719199999999997
2295,3.7766
2296,3.7812799999999998
2297,3.7859599999999998
2298,3.79064
2299,3.79532
2300,3.8
