,0
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,1.11299173553719
2016,1.1583645364536452
2017,1.16
2018,1.175994675097762
2019,1.2146983942091687
2020,1.2485
2021,1.2818333333333334
2022,1.3151666666666666
2023,1.3485
2024,1.382210396039604
2025,1.417175
2026,1.452175
2027,1.487175
2028,1.522175
2029,1.5527549504950497
2030,1.570065562858807
2031,1.6370532490223813
2032,1.652
2033,1.6543114437025097
2034,1.7028813953488373
2035,1.7694701283605525
2036,1.8158960843373495
2037,1.8493298192771084
2038,1.8827635542168673
2039,1.9357861475605393
2040,2.01409712187746
2041,2.0395941422594146
2042,2.062151994697378
2043,2.1362835500417514
2044,2.1755180722891567
2045,2.2041499339185977
2046,2.2646163366336634
2047,2.327487623762376
2048,2.390358910891089
2049,2.442826369279801
2050,2.4543720930232555
2051,2.467283642416853
2052,2.515286885245901
2053,2.569385245901639
2054,2.623483606557377
2055,2.6775819672131145
2056,2.7316803278688524
2057,2.7889843668577385
2058,2.8744342105263154
2059,2.9571930208320705
2060,2.9814906976744187
2061,2.997886961606591
2062,3.0354690594059406
2063,3.078785891089109
2064,3.122102722772277
2065,3.171913850616689
2066,3.280486811495418
2067,3.3258995327102796
2068,3.370963588414916
2069,3.4635
2070,3.5458811881188113
2071,3.5652834106776456
2072,3.6153643949930454
2073,3.668493741307371
2074,3.7216230876216962
2075,3.7747524339360217
2076,3.8278817802503475
2077,3.881011126564673
2078,3.936181032392409
2079,4.003296195652174
2080,4.072317934782609
2081,4.141339673913043
2082,4.210361413043478
2083,4.279383152173913
2084,4.348404891304348
2085,4.417525131416999
2086,4.467180751173709
2087,4.504269953051643
2088,4.558526315789473
2089,4.629934210526316
2090,4.700986842105263
2091,4.771150859822825
2092,4.806666036266549
2093,4.8584241573033715
2094,4.923030898876404
2095,4.987637640449439
2096,5.052244382022472
2097,5.116851123595506
2098,5.1814578651685395
2099,5.245386235955056
2100,5.273021130303539
2101,5.300656024652021
2102,5.328290919000503
2103,5.3559258133489855
2104,5.383560707697468
2105,5.41119560204595
2106,5.4388304963944325
2107,5.466465390742915
2108,5.494100285091397
2109,5.5217351794398795
2110,5.549370073788362
2111,5.577004968136844
2112,5.604639862485326
2113,5.632274756833809
2114,5.659909651182291
2115,5.687544545530773
2116,5.715179439879256
2117,5.742814334227738
2118,5.77044922857622
2119,5.798084122924703
2120,5.825719017273185
2121,5.853353911621667
2122,5.88098880597015
2123,5.908623700318632
2124,5.936258594667114
2125,5.963893489015597
2126,5.991528383364079
2127,6.019163277712561
2128,6.0467981720610435
2129,6.074433066409526
2130,6.102067960758008
2131,6.1297028551064905
2132,6.157337749454973
2133,6.184972643803455
2134,6.2126075381519374
2135,6.24024243250042
2136,6.267877326848902
2137,6.295512221197384
2138,6.323147115545867
2139,6.350782009894349
2140,6.378416904242831
2141,6.406051798591314
2142,6.433686692939796
2143,6.461321587288278
2144,6.488956481636761
2145,6.516591375985243
2146,6.544226270333725
2147,6.571861164682208
2148,6.59949605903069
2149,6.627130953379172
2150,6.654765847727655
2151,6.682400742076137
2152,6.710035636424619
2153,6.737670530773101
2154,6.765305425121583
2155,6.792940319470065
2156,6.820575213818548
2157,6.84821010816703
2158,6.875845002515512
2159,6.9034798968639945
2160,6.931114791212477
2161,6.958749685560959
2162,6.9863845799094415
2163,7.014019474257924
2164,7.041654368606406
2165,7.0692892629548885
2166,7.096924157303371
2167,7.124559051651853
2168,7.152193946000335
2169,7.179828840348818
2170,7.2074637346973
2171,7.235098629045782
2172,7.262733523394265
2173,7.290368417742747
2174,7.318003312091229
2175,7.345638206439712
2176,7.373273100788194
2177,7.400907995136676
2178,7.428542889485159
2179,7.456177783833641
2180,7.483812678182123
2181,7.511447572530606
2182,7.539082466879088
2183,7.56671736122757
2184,7.5943522555760525
2185,7.621987149924535
2186,7.649622044273017
2187,7.6772569386214995
2188,7.704891832969982
2189,7.732526727318464
2190,7.7601616216669465
2191,7.787796516015429
2192,7.815431410363911
2193,7.843066304712393
2194,7.870701199060876
2195,7.898336093409358
2196,7.92597098775784
2197,7.953605882106323
2198,7.981240776454805
2199,8.008875670803288
2200,8.036510565151769
2201,8.064145459500253
2202,8.091780353848733
2203,8.119415248197217
2204,8.147050142545698
2205,8.174685036894182
2206,8.202319931242663
2207,8.229954825591145
2208,8.257589719939627
2209,8.28522461428811
2210,8.312859508636592
2211,8.340494402985074
2212,8.368129297333557
2213,8.395764191682039
2214,8.423399086030521
2215,8.451033980379004
2216,8.478668874727486
2217,8.506303769075968
2218,8.53393866342445
2219,8.561573557772933
2220,8.589208452121415
2221,8.616843346469897
2222,8.64447824081838
2223,8.672113135166862
2224,8.699748029515344
2225,8.727382923863827
2226,8.755017818212309
2227,8.782652712560791
2228,8.810287606909274
2229,8.837922501257756
2230,8.865557395606238
2231,8.89319228995472
2232,8.920827184303203
2233,8.948462078651685
2234,8.976096973000168
2235,9.00373186734865
2236,9.031366761697132
2237,9.059001656045615
2238,9.086636550394097
2239,9.11427144474258
2240,9.141906339091062
2241,9.169541233439544
2242,9.197176127788026
2243,9.224811022136508
2244,9.25244591648499
2245,9.280080810833473
2246,9.307715705181955
2247,9.335350599530438
2248,9.36298549387892
2249,9.390620388227402
2250,9.418255282575885
2251,9.445890176924367
2252,9.47352507127285
2253,9.501159965621332
2254,9.528794859969814
2255,9.556429754318296
2256,9.584064648666779
2257,9.611699543015261
2258,9.639334437363743
2259,9.666969331712226
2260,9.694604226060708
2261,9.72223912040919
2262,9.749874014757673
2263,9.777508909106155
2264,9.805143803454637
2265,9.83277869780312
2266,9.860413592151602
2267,9.888048486500084
2268,9.915683380848566
2269,9.943318275197049
2270,9.970953169545531
2271,9.998588063894013
2272,10.026222958242496
2273,10.053857852590978
2274,10.08149274693946
2275,10.109127641287943
2276,10.136762535636425
2277,10.164397429984907
2278,10.19203232433339
2279,10.219667218681872
2280,10.247302113030354
2281,10.274937007378837
2282,10.302571901727319
2283,10.330206796075801
2284,10.357841690424284
2285,10.385476584772766
2286,10.413111479121248
2287,10.44074637346973
2288,10.468381267818213
2289,10.496016162166695
2290,10.523651056515178
2291,10.55128595086366
2292,10.578920845212142
2293,10.606555739560624
2294,10.634190633909107
2295,10.66182552825759
2296,10.689460422606071
2297,10.717095316954554
2298,10.744730211303036
2299,10.772365105651518
2300,10.8
