,0
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,1.0371847748391707
2016,1.0622776983559685
2017,1.0917987848463186
2018,1.121319871336669
2019,1.1508409578270191
2020,1.1803620443173695
2021,1.2098831308077198
2022,1.2394042172980702
2023,1.2689253037884205
2024,1.2984463902787706
2025,1.3279674767691207
2026,1.357488563259471
2027,1.3870096497498217
2028,1.4165307362401718
2029,1.449910679431725
2030,1.493686046511628
2031,1.529030187634148
2032,1.5232101211424924
2033,1.527881355932203
2034,1.5520821693335836
2035,1.587827731092437
2036,1.6234019607843138
2037,1.656434964174108
2038,1.6667741935483873
2039,1.671935483870968
2040,1.6784005344105517
2041,1.7015211267605637
2042,1.7296901408450704
2043,1.7520250860710598
2044,1.7387425149700602
2045,1.7395923400723308
2046,1.7757427206231102
2047,1.7699595102061578
2048,1.8105327546453276
2049,1.821
2050,1.825144291352212
2051,1.830279366803077
2052,1.7962234274737758
2053,1.7957280334728034
2054,1.8027295357371016
2055,1.831315789473684
2056,1.872480979676915
2057,1.885
2058,1.8859062532569046
2059,1.8986236842105264
2060,1.9086723690925795
2061,1.87738757690202
2062,1.8840308441558442
2063,1.8992905844155845
2064,1.909108259171782
2065,1.8818244970908575
2066,1.9180761803453075
2067,1.9320000000000002
2068,1.9320000000000002
2069,1.9320000000000002
2070,1.9319920792079208
2071,1.9180000000000001
2072,1.91363120886939
2073,1.9507727515266498
2074,1.9629159643237053
2075,1.9346882045142315
2076,1.9340210526315793
2077,1.9673620099465237
2078,1.969980582524272
2079,1.954446601941748
2080,1.9389138862711244
2081,1.944672897196262
2082,1.967102803738318
2083,1.9726490218328279
2084,1.9558315789473688
2085,1.9391288170922358
2086,1.9513739079790333
2087,1.9466554621848742
2088,1.9294476589223244
2089,1.9238041958041958
2090,1.9184384903267655
2091,1.9358741999430549
2092,1.9264925272756588
2093,1.9213457943925234
2094,1.92865682184549
2095,1.9034935882290351
2096,1.8954685863874345
2097,1.911510178691766
2098,1.9213214285714286
2099,1.9284285714285714
2100,1.9320000000000002
2101,1.92884
2102,1.92568
2103,1.9225200000000002
2104,1.9193600000000002
2105,1.9162000000000001
2106,1.91304
2107,1.9098800000000002
2108,1.9067200000000002
2109,1.9035600000000001
2110,1.9004
2111,1.8972400000000003
2112,1.8940800000000002
2113,1.8909200000000002
2114,1.88776
2115,1.8846
2116,1.8814400000000002
2117,1.8782800000000002
2118,1.8751200000000001
2119,1.87196
2120,1.8688000000000002
2121,1.8656400000000002
2122,1.8624800000000001
2123,1.85932
2124,1.85616
2125,1.8530000000000002
2126,1.8498400000000002
2127,1.84668
2128,1.84352
2129,1.8403600000000002
2130,1.8372000000000002
2131,1.8340400000000001
2132,1.83088
2133,1.8277200000000002
2134,1.8245600000000002
2135,1.8214000000000001
2136,1.81824
2137,1.81508
2138,1.8119200000000002
2139,1.8087600000000001
2140,1.8056
2141,1.8024400000000003
2142,1.7992800000000002
2143,1.7961200000000002
2144,1.79296
2145,1.7898
2146,1.7866400000000002
2147,1.7834800000000002
2148,1.7803200000000001
2149,1.77716
2150,1.774
2151,1.7708400000000002
2152,1.7676800000000001
2153,1.76452
2154,1.7613600000000003
2155,1.7582000000000002
2156,1.7550400000000002
2157,1.75188
2158,1.74872
2159,1.7455600000000002
2160,1.7424000000000002
2161,1.7392400000000001
2162,1.73608
2163,1.73292
2164,1.7297600000000002
2165,1.7266000000000001
2166,1.72344
2167,1.7202800000000003
2168,1.7171200000000002
2169,1.7139600000000002
2170,1.7108
2171,1.70764
2172,1.7044800000000002
2173,1.7013200000000002
2174,1.6981600000000001
2175,1.695
2176,1.69184
2177,1.6886800000000002
2178,1.6855200000000001
2179,1.68236
2180,1.6792000000000002
2181,1.6760400000000002
2182,1.6728800000000001
2183,1.66972
2184,1.66656
2185,1.6634000000000002
2186,1.6602400000000002
2187,1.65708
2188,1.65392
2189,1.65076
2190,1.6476000000000002
2191,1.6444400000000001
2192,1.64128
2193,1.6381200000000002
2194,1.6349600000000002
2195,1.6318000000000001
2196,1.62864
2197,1.62548
2198,1.6223200000000002
2199,1.6191600000000002
2200,1.616
2201,1.61284
2202,1.60968
2203,1.6065200000000002
2204,1.6033600000000001
2205,1.6002
2206,1.5970400000000002
2207,1.5938800000000002
2208,1.5907200000000001
2209,1.58756
2210,1.5844
2211,1.5812400000000002
2212,1.5780800000000001
2213,1.57492
2214,1.57176
2215,1.5686
2216,1.5654400000000002
2217,1.5622800000000001
2218,1.55912
2219,1.5559600000000002
2220,1.5528000000000002
2221,1.5496400000000001
2222,1.54648
2223,1.54332
2224,1.5401600000000002
2225,1.5370000000000001
2226,1.53384
2227,1.53068
2228,1.52752
2229,1.5243600000000002
2230,1.5212
2231,1.51804
2232,1.5148800000000002
2233,1.5117200000000002
2234,1.5085600000000001
2235,1.5054
2236,1.50224
2237,1.4990800000000002
2238,1.4959200000000001
2239,1.49276
2240,1.4896
2241,1.48644
2242,1.4832800000000002
2243,1.48012
2244,1.47696
2245,1.4738000000000002
2246,1.4706400000000002
2247,1.4674800000000001
2248,1.46432
2249,1.46116
2250,1.4580000000000002
2251,1.4548400000000001
2252,1.45168
2253,1.44852
2254,1.44536
2255,1.4422000000000001
2256,1.43904
2257,1.43588
2258,1.4327200000000002
2259,1.42956
2260,1.4264000000000001
2261,1.42324
2262,1.42008
2263,1.4169200000000002
2264,1.4137600000000001
2265,1.4106
2266,1.4074400000000002
2267,1.40428
2268,1.4011200000000001
2269,1.39796
2270,1.3948
2271,1.3916400000000002
2272,1.38848
2273,1.38532
2274,1.38216
2275,1.379
2276,1.3758400000000002
2277,1.3726800000000001
2278,1.36952
2279,1.3663600000000002
2280,1.3632
2281,1.3600400000000001
2282,1.35688
2283,1.35372
2284,1.3505600000000002
2285,1.3474
2286,1.34424
2287,1.34108
2288,1.33792
2289,1.3347600000000002
2290,1.3316000000000001
2291,1.32844
2292,1.32528
2293,1.32212
2294,1.3189600000000001
2295,1.3158
2296,1.31264
2297,1.3094800000000002
2298,1.30632
2299,1.30316
2300,1.3
