,Temp
2000,0.6647600000000001
2001,0.7274690863816922
2002,0.7577032113861724
2003,0.778469205834684
2004,0.7938662884927068
2005,0.8092633711507294
2006,0.8246604538087522
2007,0.8400575364667747
2008,0.8554546191247975
2009,0.8798942369510699
2010,0.9152960088691796
2011,0.9505509977827051
2012,0.9858059866962305
2013,1.0176244868389277
2014,1.023
2015,1.04
2016,1.0525209923664123
2017,1.113507803484178
2018,1.1739033613445378
2019,1.2335672268907563
2020,1.28399574325437
2021,1.307719917012448
2022,1.3297116182572615
2023,1.3517033195020747
2024,1.3736950207468879
2025,1.3956867219917013
2026,1.4176784232365145
2027,1.4396701244813277
2028,1.4616618257261411
2029,1.4836535269709543
2030,1.5056452282157675
2031,1.527636929460581
2032,1.5496286307053941
2033,1.5716203319502073
2034,1.5933192556155131
2035,1.6069582942830365
2036,1.6173612933458295
2037,1.6277642924086222
2038,1.6381672914714154
2039,1.6485702905342081
2040,1.658973289597001
2041,1.669376288659794
2042,1.6797792877225868
2043,1.6901822867853797
2044,1.7005852858481725
2045,1.7091554000760902
2046,1.7100000000000002
2047,1.7100000000000002
2048,1.7100000000000002
2049,1.7100000000000002
2050,1.7100000000000002
2051,1.7100000000000002
2052,1.7100000000000002
2053,1.7100000000000002
2054,1.7100000000000002
2055,1.7100000000000002
2056,1.7100000000000002
2057,1.7100000000000002
2058,1.7100000000000002
2059,1.7100000000000002
2060,1.7100000000000002
2061,1.7100000000000002
2062,1.7100000000000002
2063,1.7100000000000002
2064,1.7100000000000002
2065,1.7100000000000002
2066,1.7100000000000002
2067,1.7100000000000002
2068,1.7100000000000002
2069,1.7100000000000002
2070,1.7100000000000002
2071,1.7100000000000002
2072,1.7100000000000002
2073,1.7100000000000002
2074,1.7100000000000002
2075,1.7100000000000002
2076,1.7100000000000002
2077,1.7100000000000002
2078,1.7100000000000002
2079,1.7100000000000002
2080,1.7100000000000002
2081,1.7100000000000002
2082,1.7100000000000002
2083,1.7100000000000002
2084,1.7100000000000002
2085,1.7100000000000002
2086,1.7100000000000002
2087,1.7100000000000002
2088,1.7100000000000002
2089,1.7100000000000002
2090,1.7100000000000002
2091,1.7100000000000002
2092,1.7100000000000002
2093,1.7100000000000002
2094,1.7100000000000002
2095,1.7100000000000002
2096,1.7100000000000002
2097,1.7100000000000002
2098,1.7100000000000002
2099,1.7100000000000002
2100,1.7044776119402987
2101,1.6989552238805972
2102,1.6934328358208957
2103,1.6879104477611941
2104,1.6823880597014926
2105,1.6768656716417911
2106,1.6713432835820898
2107,1.6658208955223883
2108,1.6602985074626868
2109,1.6547761194029853
2110,1.6492537313432838
2111,1.6437313432835823
2112,1.6382089552238808
2113,1.6326865671641793
2114,1.6271641791044777
2115,1.6216417910447762
2116,1.6161194029850747
2117,1.6105970149253732
2118,1.6050746268656717
2119,1.5995522388059702
2120,1.594029850746269
2121,1.5885074626865674
2122,1.5829850746268659
2123,1.5774626865671644
2124,1.5719402985074629
2125,1.5664179104477614
2126,1.5608955223880598
2127,1.5553731343283583
2128,1.5498507462686568
2129,1.5443283582089553
2130,1.5388059701492538
2131,1.5332835820895523
2132,1.5277611940298508
2133,1.5222388059701495
2134,1.516716417910448
2135,1.5111940298507465
2136,1.505671641791045
2137,1.5001492537313434
2138,1.494626865671642
2139,1.4891044776119404
2140,1.483582089552239
2141,1.4780597014925374
2142,1.472537313432836
2143,1.4670149253731344
2144,1.4614925373134329
2145,1.4559701492537314
2146,1.45044776119403
2147,1.4449253731343283
2148,1.439402985074627
2149,1.4338805970149255
2150,1.428358208955224
2151,1.4228358208955225
2152,1.417313432835821
2153,1.4117910447761195
2154,1.406268656716418
2155,1.4007462686567165
2156,1.395223880597015
2157,1.3897014925373135
2158,1.384179104477612
2159,1.3786567164179107
2160,1.373134328358209
2161,1.3676119402985076
2162,1.3620895522388061
2163,1.3565671641791046
2164,1.351044776119403
2165,1.3455223880597016
2166,1.34
2167,1.3344776119402986
2168,1.328955223880597
2169,1.3234328358208955
2170,1.317910447761194
2171,1.3123880597014925
2172,1.3068656716417912
2173,1.3013432835820895
2174,1.2958208955223882
2175,1.2902985074626867
2176,1.2847761194029852
2177,1.2792537313432837
2178,1.2737313432835822
2179,1.2682089552238807
2180,1.2626865671641792
2181,1.2571641791044776
2182,1.2516417910447761
2183,1.2461194029850746
2184,1.240597014925373
2185,1.2350746268656718
2186,1.22955223880597
2187,1.2240298507462688
2188,1.218507462686567
2189,1.2129850746268658
2190,1.2074626865671643
2191,1.2019402985074628
2192,1.1964179104477612
2193,1.1908955223880597
2194,1.1853731343283582
2195,1.1798507462686567
2196,1.1743283582089552
2197,1.1688059701492537
2198,1.1632835820895524
2199,1.1577611940298507
2200,1.1522388059701494
2201,1.1467164179104476
2202,1.1411940298507464
2203,1.1356716417910446
2204,1.1301492537313433
2205,1.1246268656716418
2206,1.1191044776119403
2207,1.1135820895522388
2208,1.1080597014925373
2209,1.1025373134328358
2210,1.0970149253731343
2211,1.091492537313433
2212,1.0859701492537313
2213,1.08044776119403
2214,1.0749253731343282
2215,1.069402985074627
2216,1.0638805970149252
2217,1.058358208955224
2218,1.0528358208955224
2219,1.047313432835821
2220,1.0417910447761194
2221,1.0362686567164179
2222,1.0307462686567164
2223,1.0252238805970149
2224,1.0197014925373136
2225,1.0141791044776118
2226,1.0086567164179105
2227,1.0031343283582088
2228,0.9976119402985074
2229,0.9920895522388059
2230,0.9865671641791044
2231,0.981044776119403
2232,0.9755223880597015
2233,0.97
2234,0.9644776119402985
2235,0.958955223880597
2236,0.9534328358208954
2237,0.9479104477611939
2238,0.9423880597014925
2239,0.936865671641791
2240,0.9313432835820895
2241,0.925820895522388
2242,0.9202985074626865
2243,0.914776119402985
2244,0.9092537313432836
2245,0.9037313432835821
2246,0.8982089552238806
2247,0.892686567164179
2248,0.8871641791044775
2249,0.881641791044776
2250,0.8761194029850745
2251,0.8705970149253731
2252,0.8650746268656716
2253,0.8595522388059701
2254,0.8540298507462686
2255,0.8485074626865671
2256,0.8429850746268656
2257,0.837462686567164
2258,0.8319402985074626
2259,0.8264179104477611
2260,0.8208955223880596
2261,0.8153731343283581
2262,0.8098507462686566
2263,0.8043283582089551
2264,0.7988059701492536
2265,0.7932835820895522
2266,0.7877611940298507
2267,0.7822388059701492
2268,0.7767164179104477
2269,0.7711940298507461
2270,0.7656716417910446
2271,0.7601492537313432
2272,0.7546268656716417
2273,0.7491044776119402
2274,0.7435820895522387
2275,0.7380597014925372
2276,0.7325373134328357
2277,0.7270149253731342
2278,0.7214925373134328
2279,0.7159701492537313
2280,0.7104477611940297
2281,0.7049253731343283
2282,0.6994029850746268
2283,0.6938805970149253
2284,0.6883582089552238
2285,0.6828358208955223
2286,0.6773134328358208
2287,0.6717910447761193
2288,0.6662686567164178
2289,0.6607462686567163
2290,0.6552238805970148
2291,0.6497014925373132
2292,0.6441791044776117
2293,0.6386567164179102
2294,0.6331343283582087
2295,0.6276119402985074
2296,0.6220895522388059
2297,0.6165671641791044
